diversity_topic,n_pages,mean_burst_day_rate,median_burst_day_rate,mean_edits_day,mean_editors_day,mean_reverted_edit_share
FALSE,3078,0.01657219636123577,0,1.0835080731389721,1.053799332174783,0.17883401248154338
TRUE,441,0.008013476823000633,0,1.0556785082035183,1.0325429259282801,0.17226889517872274
