women_related_page,n_pages,mean_edit_burst,median_edit_burst,mean_burst_day_rate,mean_reverted_edit_share,mean_n_edits,mean_n_active_days
FALSE,3078,0.43989272953858327,0.3333333333333333,0.01657219636123577,0.17883401248154338,5.859649122807017,5.066601689408707
TRUE,441,0.5800437222490941,0.5,0.008013476823000633,0.17226889517872274,3.4149659863945576,3.1587301587301586
